code,name,windows,positive_windows,win_rate,average_return,average_annual,average_drawdown,average_sharpe,average_capital_utilization,most_common_step,parameter_stability
159581,红利ETF,2,2,100.0,1.21,2.43,-1.61,0.71,30.64,3%,50.0
