date,price,score,signal
2024-03-06,1.0,,0
2024-03-08,1.000100016593933,,0
2024-03-14,0.9958999752998352,,0
2024-03-15,0.9929999709129333,,0
2024-03-18,0.9909999966621399,,0
2024-03-19,0.9900000095367432,,0
2024-03-20,0.9929999709129333,,0
2024-03-21,0.9950000047683716,,0
2024-03-22,0.9919999837875366,,0
2024-03-25,0.9940000176429749,,0
2024-03-26,0.9919999837875366,,0
2024-03-27,0.9900000095367432,,0
2024-03-28,0.9879999756813049,,0
2024-03-29,0.996999979019165,,0
2024-04-01,0.9980000257492065,,0
2024-04-02,1.0019999742507935,,0
2024-04-03,1.0099999904632568,,0
2024-04-08,1.0099999904632568,,0
2024-04-09,1.0080000162124634,,0
2024-04-10,1.0089999437332153,,0
2024-04-11,1.0180000066757202,,0
2024-04-12,1.0160000324249268,,0
2024-04-15,1.034999966621399,,0
2024-04-16,1.031000018119812,,0
2024-04-17,1.0479999780654907,,0
2024-04-18,1.0520000457763672,,0
2024-04-19,1.055999994277954,,0
2024-04-22,1.0329999923706055,,0
2024-04-23,1.0169999599456787,,0
2024-04-24,1.0199999809265137,,0
2024-04-25,1.0240000486373901,,0
2024-04-26,1.0180000066757202,,0
2024-04-29,1.0169999599456787,,0
2024-04-30,1.0190000534057617,,0
2024-05-06,1.027999997138977,,0
2024-05-07,1.027999997138977,,0
2024-05-08,1.0299999713897705,,0
2024-05-09,1.0360000133514404,,0
2024-05-10,1.0429999828338623,,0
2024-05-13,1.0449999570846558,,0
2024-05-14,1.0420000553131104,,0
2024-05-15,1.0399999618530273,,0
2024-05-16,1.0429999828338623,,0
2024-05-17,1.0549999475479126,,0
2024-05-20,1.065000057220459,,0
2024-05-21,1.065000057220459,,0
2024-05-22,1.065999984741211,,0
2024-05-23,1.0520000457763672,,0
2024-05-24,1.0499999523162842,,0
2024-05-27,1.065999984741211,,0
2024-05-28,1.059999942779541,,0
2024-05-29,1.0640000104904175,,0
2024-05-30,1.0570000410079956,,0
2024-05-31,1.055999994277954,,0
2024-06-03,1.0470000505447388,,0
2024-06-04,1.0529999732971191,,0
2024-06-05,1.0399999618530273,,0
2024-06-06,1.0440000295639038,,0
2024-06-07,1.0509999990463257,,0
2024-06-11,1.034999966621399,,0
2024-06-12,1.0440000295639038,,0
2024-06-13,1.034000039100647,,0
2024-06-14,1.0360000133514404,,0
2024-06-17,1.0240000486373901,,0
2024-06-18,1.024999976158142,,0
2024-06-19,1.0210000276565552,,0
2024-06-20,1.0210000276565552,,0
2024-06-21,1.0199999809265137,,0
2024-06-24,1.0089999437332153,,0
2024-06-25,1.0119999647140503,,0
2024-06-26,1.0149999856948853,,0
2024-06-27,1.0080000162124634,,0
2024-06-28,1.0169999599456787,,0
2024-07-01,1.0329999923706055,,0
2024-07-02,1.0329999923706055,,0
2024-07-03,1.027999997138977,,0
2024-07-04,1.0219999551773071,,0
2024-07-05,1.0180000066757202,,0
2024-07-08,1.0119999647140503,,0
2024-07-09,1.0199999809265137,,0
2024-07-10,1.0049999952316284,,0
2024-07-11,1.0069999694824219,,0
2024-07-12,1.0069999694824219,,0
2024-07-15,1.0130000114440918,,0
2024-07-16,1.0110000371932983,,0
2024-07-17,1.003000020980835,,0
2024-07-18,1.003000020980835,,0
2024-07-19,0.9980000257492065,,0
2024-07-22,0.9900000095367432,,0
2024-07-23,0.9769999980926514,,0
2024-07-24,0.9760000109672546,,0
2024-07-25,0.972000002861023,,0
2024-07-26,0.972000002861023,,0
2024-07-29,0.9729999899864197,,0
2024-07-30,0.9670000076293945,,0
2024-07-31,0.984000027179718,,0
2024-08-01,0.9789999723434448,,0
2024-08-02,0.9819999933242798,,0
2024-08-05,0.968999981880188,,0
2024-08-06,0.9639999866485596,,0
2024-08-07,0.9649999737739563,,0
2024-08-08,0.9700000286102295,,0
2024-08-09,0.9700000286102295,,0
2024-08-12,0.972000002861023,,0
2024-08-13,0.9739999771118164,,0
2024-08-14,0.9679999947547913,,0
2024-08-15,0.9750000238418579,,0
2024-08-16,0.9769999980926514,,0
2024-08-19,0.984000027179718,,0
2024-08-20,0.9789999723434448,,0
2024-08-21,0.9639999866485596,,0
2024-08-22,0.9629999995231628,,0
2024-08-23,0.9629999995231628,,0
2024-08-26,0.9639999866485596,,0
2024-08-27,0.9639999866485596,,0
2024-08-28,0.9589999914169312,,0
2024-08-29,0.9470000267028809,,0
2024-08-30,0.9509999752044678,,0
2024-09-02,0.9520000219345093,,0
2024-09-03,0.9459999799728394,,0
2024-09-04,0.9449999928474426,24.0,-1
2024-09-05,0.9449999928474426,24.0,-1
2024-09-06,0.9380000233650208,24.0,-1
2024-09-09,0.9200000166893005,21.0,-1
2024-09-10,0.9200000166893005,21.0,-1
2024-09-11,0.9010000228881836,21.0,-1
2024-09-12,0.902999997138977,21.0,-1
2024-09-13,0.8999999761581421,21.0,-1
2024-09-18,0.9079999923706055,21.0,-1
2024-09-19,0.9120000004768372,21.0,-1
2024-09-20,0.9139999747276306,21.0,-1
2024-09-23,0.9200000166893005,21.0,-1
2024-09-24,0.9610000252723694,44.0,-1
2024-09-25,0.9739999771118164,62.0,0
2024-09-26,1.0080000162124634,67.0,0
2024-09-27,1.0299999713897705,75.0,1
2024-09-30,1.090999960899353,71.0,0
2024-10-08,1.1109999418258667,71.0,0
2024-10-09,1.0110000371932983,67.0,0
2024-10-10,1.0479999780654907,69.0,0
2024-10-11,1.027999997138977,72.0,0
2024-10-14,1.055999994277954,74.0,0
2024-10-15,1.0360000133514404,78.0,1
2024-10-16,1.0449999570846558,80.0,1
2024-10-17,1.0299999713897705,74.0,0
2024-10-18,1.0369999408721924,74.0,0
2024-10-21,1.027999997138977,74.0,0
2024-10-22,1.031999945640564,69.0,0
2024-10-23,1.034999966621399,78.0,1
2024-10-24,1.0299999713897705,78.0,1
2024-10-25,1.0329999923706055,73.0,0
2024-10-28,1.0420000553131104,73.0,0
2024-10-29,1.0260000228881836,70.0,0
2024-10-30,1.0190000534057617,58.0,0
2024-10-31,1.0160000324249268,61.0,0
2024-11-01,1.0230000019073486,48.0,-1
2024-11-04,1.031000018119812,64.0,0
2024-11-05,1.0429999828338623,72.0,0
2024-11-06,1.0420000553131104,73.0,0
2024-11-07,1.0609999895095825,86.0,1
2024-11-08,1.0479999780654907,84.0,1
2024-11-11,1.0410000085830688,76.0,1
