date,price,score,signal
2025-03-12,1.0,,0
2025-03-14,1.0037000179290771,,0
2025-03-21,0.9891999959945679,,0
2025-03-24,0.9987000226974487,,0
2025-03-25,0.9980000257492065,,0
2025-03-26,0.9950000047683716,,0
2025-03-27,1.0,,0
2025-03-28,0.9990000128746033,,0
2025-03-31,1.0,,0
2025-04-01,1.003000020980835,,0
2025-04-02,1.0019999742507935,,0
2025-04-03,0.9900000095367432,,0
2025-04-07,0.9229999780654907,,0
2025-04-08,0.9319999814033508,,0
2025-04-09,0.9369999766349792,,0
2025-04-10,0.9520000219345093,,0
2025-04-11,0.9570000171661377,,0
2025-04-14,0.9639999866485596,,0
2025-04-15,0.9660000205039978,,0
2025-04-16,0.9670000076293945,,0
2025-04-17,0.972000002861023,,0
2025-04-18,0.968999981880188,,0
2025-04-21,0.9739999771118164,,0
2025-04-22,0.9750000238418579,,0
2025-04-23,0.9710000157356262,,0
2025-04-24,0.9760000109672546,,0
2025-04-25,0.9760000109672546,,0
2025-04-28,0.9670000076293945,,0
2025-04-29,0.9649999737739563,,0
2025-04-30,0.9639999866485596,,0
2025-05-06,0.9710000157356262,,0
2025-05-07,0.9729999899864197,,0
2025-05-08,0.9810000061988831,,0
2025-05-09,0.9829999804496765,,0
2025-05-12,0.9890000224113464,,0
2025-05-13,0.9909999966621399,,0
2025-05-14,1.003999948501587,,0
2025-05-15,1.0,,0
2025-05-16,0.9950000047683716,,0
2025-05-19,0.996999979019165,,0
2025-05-20,1.0049999952316284,,0
2025-05-21,1.0099999904632568,,0
2025-05-22,1.0069999694824219,,0
2025-05-23,1.003000020980835,,0
2025-05-26,0.9990000128746033,,0
2025-05-27,0.9980000257492065,,0
2025-05-28,1.0010000467300415,,0
2025-05-29,1.0080000162124634,,0
2025-05-30,1.0049999952316284,,0
2025-06-03,1.0049999952316284,,0
2025-06-04,1.0119999647140503,,0
2025-06-05,1.0110000371932983,,0
2025-06-06,1.0119999647140503,,0
2025-06-09,1.0119999647140503,,0
2025-06-10,1.0099999904632568,,0
2025-06-11,1.0169999599456787,,0
2025-06-12,1.0199999809265137,,0
2025-06-13,1.0140000581741333,,0
2025-06-16,1.003999948501587,,0
2025-06-17,1.0049999952316284,,0
2025-06-18,1.0019999742507935,,0
2025-06-19,0.9919999837875366,,0
2025-06-20,0.9940000176429749,,0
2025-06-23,0.9879999756813049,,0
2025-06-24,0.9980000257492065,,0
2025-06-25,1.0010000467300415,,0
2025-06-26,0.9980000257492065,,0
2025-06-27,0.9950000047683716,,0
2025-06-30,1.0049999952316284,,0
2025-07-01,1.0119999647140503,,0
2025-07-02,1.0160000324249268,,0
2025-07-03,1.0240000486373901,,0
2025-07-04,1.024999976158142,,0
2025-07-07,1.0169999599456787,,0
2025-07-08,1.0210000276565552,,0
2025-07-09,1.0180000066757202,,0
2025-07-10,1.0210000276565552,,0
2025-07-11,1.0260000228881836,,0
2025-07-14,1.024999976158142,,0
2025-07-15,1.0190000534057617,,0
2025-07-16,1.0219999551773071,,0
2025-07-17,1.0269999504089355,,0
2025-07-18,1.031999945640564,,0
2025-07-21,1.0420000553131104,,0
2025-07-22,1.0549999475479126,,0
2025-07-23,1.0529999732971191,,0
2025-07-24,1.0570000410079956,,0
2025-07-25,1.0520000457763672,,0
2025-07-28,1.0449999570846558,,0
2025-07-29,1.0479999780654907,,0
2025-07-30,1.0529999732971191,,0
2025-07-31,1.0360000133514404,,0
2025-08-01,1.031000018119812,,0
2025-08-04,1.0470000505447388,,0
2025-08-05,1.0540000200271606,,0
2025-08-06,1.062999963760376,,0
2025-08-07,1.0609999895095825,,0
2025-08-08,1.065000057220459,,0
2025-08-11,1.0700000524520874,,0
2025-08-12,1.0700000524520874,,0
2025-08-13,1.0800000429153442,,0
2025-08-14,1.0740000009536743,,0
2025-08-15,1.0820000171661377,,0
2025-08-18,1.0789999961853027,,0
2025-08-19,1.0740000009536743,,0
2025-08-20,1.1009999513626099,,0
2025-08-21,1.1109999418258667,,0
2025-08-22,1.1150000095367432,,0
2025-08-25,1.1299999952316284,,0
2025-08-26,1.1390000581741333,,0
2025-08-27,1.11899995803833,,0
2025-08-28,1.1169999837875366,,0
2025-08-29,1.1319999694824219,,0
2025-09-01,1.1449999809265137,,0
2025-09-02,1.1399999856948853,,0
2025-09-03,1.1299999952316284,,0
2025-09-04,1.1150000095367432,,0
2025-09-05,1.1330000162124634,,0
2025-09-08,1.149999976158142,,0
2025-09-09,1.1549999713897705,,0
2025-09-10,1.1480000019073486,100.0,1
2025-09-11,1.1629999876022339,100.0,1
2025-09-12,1.1649999618530273,100.0,1
2025-09-15,1.156999945640564,100.0,1
2025-09-16,1.1549999713897705,95.0,1
2025-09-17,1.1710000038146973,97.0,1
2025-09-18,1.1519999504089355,95.0,1
2025-09-19,1.156999945640564,95.0,1
2025-09-22,1.1480000019073486,95.0,1
2025-09-23,1.1440000534057617,87.0,1
2025-09-24,1.159999966621399,92.0,1
2025-09-25,1.1629999876022339,95.0,1
2025-09-26,1.1510000228881836,95.0,1
2025-09-29,1.159000039100647,95.0,1
2025-09-30,1.1619999408721924,95.0,1
2025-10-09,1.1799999475479126,95.0,1
2025-10-10,1.1629999876022339,95.0,1
2025-10-13,1.1540000438690186,87.0,1
2025-10-14,1.1410000324249268,79.0,1
2025-10-15,1.1469999551773071,76.0,1
2025-10-16,1.1460000276565552,79.0,1
2025-10-17,1.121000051498413,74.0,0
2025-10-20,1.1260000467300415,76.0,1
2025-10-21,1.13100004196167,79.0,1
2025-10-22,1.1299999952316284,74.0,0
2025-10-23,1.1360000371932983,74.0,0
2025-10-27,1.156000018119812,95.0,1
2025-10-28,1.149999976158142,87.0,1
2025-10-29,1.1749999523162842,100.0,1
2025-10-30,1.1660000085830688,100.0,1
2025-10-31,1.1660000085830688,100.0,1
2025-11-03,1.159999966621399,92.0,1
2025-11-04,1.1480000019073486,84.0,1
2025-11-05,1.1490000486373901,79.0,1
2025-11-06,1.1679999828338623,100.0,1
2025-11-07,1.1699999570846558,86.0,1
2025-11-10,1.1790000200271606,94.0,1
2025-11-11,1.1720000505447388,97.0,1
2025-11-12,1.1749999523162842,97.0,1
2025-11-13,1.1820000410079956,97.0,1
2025-11-14,1.1720000505447388,100.0,1
2025-11-17,1.152999997138977,87.0,1
2025-11-18,1.1430000066757202,72.0,0
2025-11-19,1.1460000276565552,74.0,0
2025-11-20,1.1430000066757202,72.0,0
2025-11-21,1.11899995803833,62.0,0
2025-11-24,1.121000051498413,62.0,0
2025-11-25,1.1330000162124634,66.0,0
2025-11-26,1.1339999437332153,64.0,0
2025-11-27,1.1330000162124634,56.0,0
2025-11-28,1.1410000324249268,64.0,0
2025-12-01,1.1490000486373901,64.0,0
2025-12-02,1.1390000581741333,64.0,0
2025-12-03,1.1419999599456787,56.0,0
2025-12-04,1.1399999856948853,48.0,-1
2025-12-05,1.156000018119812,84.0,1
2025-12-08,1.1510000228881836,74.0,0
2025-12-09,1.1360000371932983,66.0,0
2025-12-10,1.1440000534057617,66.0,0
2025-12-11,1.1399999856948853,58.0,0
2025-12-12,1.1510000228881836,74.0,0
2025-12-15,1.1540000438690186,84.0,1
2025-12-16,1.1419999599456787,66.0,0
2025-12-17,1.159000039100647,92.0,1
2025-12-18,1.1679999828338623,92.0,1
2025-12-19,1.1690000295639038,84.0,1
2025-12-22,1.1729999780654907,89.0,1
2025-12-23,1.1770000457763672,89.0,1
2025-12-24,1.1749999523162842,89.0,1
2025-12-25,1.1790000200271606,100.0,1
2025-12-26,1.187000036239624,97.0,1
2025-12-29,1.1799999475479126,94.0,1
2025-12-30,1.1890000104904175,94.0,1
2025-12-31,1.187999963760376,92.0,1
2026-01-05,1.218999981880188,92.0,1
2026-01-06,1.2359999418258667,92.0,1
2026-01-07,1.2339999675750732,92.0,1
2026-01-08,1.222000002861023,92.0,1
2026-01-09,1.2400000095367432,92.0,1
2026-01-12,1.246000051498413,92.0,1
2026-01-13,1.2519999742507935,92.0,1
2026-01-14,1.2489999532699585,92.0,1
2026-01-15,1.2569999694824219,92.0,1
